"Yrkesområde","SSYK 2012","Yrkesgrupp","Yrkesbenämning"
"Administration, ekonomi, juridik","4410","Arkiv- och biblioteksassistenter m.fl.","Museiassistent"
"Bygg och anläggning","2142","Civilingenjörsyrken inom bygg och anläggning","Civilingenjör, anläggning"
"Bygg och anläggning","2142","Civilingenjörsyrken inom bygg och anläggning","Civilingenjör, bygg"
"Bygg och anläggning","2142","Civilingenjörsyrken inom bygg och anläggning","Civilingenjör, byggnadskonstruktion"
"Bygg och anläggning","2142","Civilingenjörsyrken inom bygg och anläggning","Civilingenjör, forskning inom bygg och anläggning"
"Bygg och anläggning","2142","Civilingenjörsyrken inom bygg och anläggning","Civilingenjör, hamn"
"Bygg och anläggning","2142","Civilingenjörsyrken inom bygg och anläggning","Civilingenjör, järnväg"
"Bygg och anläggning","2142","Civilingenjörsyrken inom bygg och anläggning","Civilingenjör, trafik"
"Bygg och anläggning","2142","Civilingenjörsyrken inom bygg och anläggning","Civilingenjör, väg"
"Bygg och anläggning","2142","Civilingenjörsyrken inom bygg och anläggning","Civilingenjör, väg- och vattenbyggnad"
"Bygg och anläggning","2142","Civilingenjörsyrken inom bygg och anläggning","Projekteringsingenjör, bygg och anläggning"
"Bygg och anläggning","2142","Civilingenjörsyrken inom bygg och anläggning","VA-strateg"
"Bygg och anläggning","3112","Ingenjörer och tekniker inom bygg och anläggning","Byggledare"
"Bygg och anläggning","3112","Ingenjörer och tekniker inom bygg och anläggning","Byggnadsingenjör"
"Bygg och anläggning","3112","Ingenjörer och tekniker inom bygg och anläggning","Byggnadskalkylator/Anbudsingenjör"
"Bygg och anläggning","3112","Ingenjörer och tekniker inom bygg och anläggning","Byggnadskonstruktör"
"Bygg och anläggning","3112","Ingenjörer och tekniker inom bygg och anläggning","Byggnadskonsult"
"Bygg och anläggning","3112","Ingenjörer och tekniker inom bygg och anläggning","Drift- och underhållsingenjör, anläggning"
"Bygg och anläggning","3112","Ingenjörer och tekniker inom bygg och anläggning","Entreprenadingenjör"
"Bygg och anläggning","3112","Ingenjörer och tekniker inom bygg och anläggning","Fastighetsingenjör"
"Bygg och anläggning","3112","Ingenjörer och tekniker inom bygg och anläggning","Installationsingenjör, bygg och anläggning"
"Bygg och anläggning","3112","Ingenjörer och tekniker inom bygg och anläggning","Järnvägsingenjör"
"Bygg och anläggning","3112","Ingenjörer och tekniker inom bygg och anläggning","Markingenjör"
"Bygg och anläggning","3112","Ingenjörer och tekniker inom bygg och anläggning","Projektledare, bygg och anläggning"
"Bygg och anläggning","3112","Ingenjörer och tekniker inom bygg och anläggning","Trafikingenjör"
"Bygg och anläggning","3112","Ingenjörer och tekniker inom bygg och anläggning","VA-ingenjör"
"Bygg och anläggning","3112","Ingenjörer och tekniker inom bygg och anläggning","Väg- och vattenbyggnadsingenjör"
"Bygg och anläggning","3112","Ingenjörer och tekniker inom bygg och anläggning","Vägingenjör"
"Bygg och anläggning","3121","Arbetsledare inom bygg, anläggning och gruva","Arbetsledare elkraft"
"Bygg och anläggning","3121","Arbetsledare inom bygg, anläggning och gruva","Arbetsledare, anläggning"
"Bygg och anläggning","3121","Arbetsledare inom bygg, anläggning och gruva","Arbetsledare, golv"
"Bygg och anläggning","3121","Arbetsledare inom bygg, anläggning och gruva","Arbetsledare, gruvbrytning och metallproduktion"
"Bygg och anläggning","3121","Arbetsledare inom bygg, anläggning och gruva","Arbetsledare, husbyggnad"
"Bygg och anläggning","3121","Arbetsledare inom bygg, anläggning och gruva","Arbetsledare, måleri"
"Bygg och anläggning","3121","Arbetsledare inom bygg, anläggning och gruva","Arbetsledare, murning"
"Bygg och anläggning","3121","Arbetsledare inom bygg, anläggning och gruva","Arbetsledare, rivning"
"Bygg och anläggning","3121","Arbetsledare inom bygg, anläggning och gruva","Arbetsledare, ventilation"
"Bygg och anläggning","3121","Arbetsledare inom bygg, anläggning och gruva","Arbetsledare, VVS"
"Bygg och anläggning","3121","Arbetsledare inom bygg, anläggning och gruva","Borrförman, berg"
"Bygg och anläggning","7111","Träarbetare, snickare m.fl.","Gruvbyggare"
"Bygg och anläggning","7111","Träarbetare, snickare m.fl.","Lärling, träarbetare"
"Bygg och anläggning","7111","Träarbetare, snickare m.fl.","Träarbetare, gruva"
"Bygg och anläggning","7111","Träarbetare, snickare m.fl.","Träarbetare, utan yrkesbevis/Snickare, utan yrkesbevis"
"Bygg och anläggning","7111","Träarbetare, snickare m.fl.","Träarbetare/Snickare"
"Bygg och anläggning","7112","Murare m.fl.","Kakelugnsmakare"
"Bygg och anläggning","7112","Murare m.fl.","Lärling, murare"
"Bygg och anläggning","7112","Murare m.fl.","Lärling, plattsättare"
"Bygg och anläggning","7112","Murare m.fl.","Lärling, stenmontör"
"Bygg och anläggning","7112","Murare m.fl.","Murare"
"Bygg och anläggning","7112","Murare m.fl.","Murare, utan yrkesbevis"
"Bygg och anläggning","7112","Murare m.fl.","Plattsättare"
"Bygg och anläggning","7112","Murare m.fl.","Plattsättare, utan yrkesbevis"
"Bygg och anläggning","7112","Murare m.fl.","Stenmontör"
"Bygg och anläggning","7112","Murare m.fl.","Stenmontör, utan yrkesbevis"
"Bygg och anläggning","7112","Murare m.fl.","Stuckatör"
"Bygg och anläggning","7112","Murare m.fl.","Ugnsmurare"
"Bygg och anläggning","7113","Betongarbetare","Betongarbetare"
"Bygg och anläggning","7113","Betongarbetare","Betongarbetare, utan yrkesbevis"
"Bygg och anläggning","7113","Betongarbetare","Betonghåltagare"
"Bygg och anläggning","7113","Betongarbetare","Betonghåltagare, utan yrkesbevis"
"Bygg och anläggning","7113","Betongarbetare","Lärling betongarbetare"
"Bygg och anläggning","7113","Betongarbetare","Lärling betonghåltagare"
"Bygg och anläggning","7114","Anläggningsarbetare","Banarbetare, utan behörighetsbevis"
"Bygg och anläggning","7114","Anläggningsarbetare","Bantekniker"
"Bygg och anläggning","7114","Anläggningsarbetare","Beläggningsarbetare"
"Bygg och anläggning","7114","Anläggningsarbetare","Beläggningsarbetare, utan yrkesbevis"
"Bygg och anläggning","7114","Anläggningsarbetare","Drift- och vägunderhållsarbetare"
"Bygg och anläggning","7114","Anläggningsarbetare","Drifttekniker ledningsnät VA"
"Bygg och anläggning","7114","Anläggningsarbetare","Lärling, beläggningsarbete"
"Bygg och anläggning","7114","Anläggningsarbetare","Lärling, väg- och anläggningsarbetare"
"Bygg och anläggning","7114","Anläggningsarbetare","Stensättare"
"Bygg och anläggning","7114","Anläggningsarbetare","Väg- och anläggningsarbetare"
"Bygg och anläggning","7114","Anläggningsarbetare","Väg- och anläggningsarbetare, utan yrkesbevis"
"Bygg och anläggning","7115","Anläggningsdykare","Anläggningsdykare"
"Bygg och anläggning","7115","Anläggningsdykare","Inspektionsdykare"
"Bygg och anläggning","7115","Anläggningsdykare","Lärling, anläggningsdykare"
"Bygg och anläggning","7115","Anläggningsdykare","Yrkesdykare"
"Bygg och anläggning","7116","Ställningsbyggare","Lärling, ställningsbyggare"
"Bygg och anläggning","7116","Ställningsbyggare","Ställningsbyggare"
"Bygg och anläggning","7116","Ställningsbyggare","Ställningsbyggare, utan yrkesbevis"
"Bygg och anläggning","7119","Övriga byggnads- och anläggningsarbetare","Betongelementmontör"
"Bygg och anläggning","7119","Övriga byggnads- och anläggningsarbetare","Brandskyddsmontör"
"Bygg och anläggning","7119","Övriga byggnads- och anläggningsarbetare","Demonteringsarbetare/Rivningsarbetare"
"Bygg och anläggning","7119","Övriga byggnads- och anläggningsarbetare","Fasadmontör"
"Bygg och anläggning","7119","Övriga byggnads- och anläggningsarbetare","Fasadputsare"
"Bygg och anläggning","7119","Övriga byggnads- och anläggningsarbetare","Fogarbetare, hus och anläggning"
"Bygg och anläggning","7119","Övriga byggnads- och anläggningsarbetare","Golvbeläggningsarbetare, industrigolv"
"Bygg och anläggning","7119","Övriga byggnads- och anläggningsarbetare","Husmontör"
"Bygg och anläggning","7121","Takmontörer","Lärling, tak- och tätskiktsmontör"
"Bygg och anläggning","7121","Takmontörer","Lärling, undertaksmontör"
"Bygg och anläggning","7121","Takmontörer","Tak- och tätskiktsmontör"
"Bygg och anläggning","7121","Takmontörer","Tak- och tätskiktsmontör, utan yrkesbevis"
"Bygg och anläggning","7121","Takmontörer","Undertaksmontör"
"Bygg och anläggning","7121","Takmontörer","Undertaksmontör, utan yrkesbevis"
"Bygg och anläggning","7122","Golvläggare","Golvläggare"
"Bygg och anläggning","7122","Golvläggare","Golvläggare, utan yrkesbevis"
"Bygg och anläggning","7122","Golvläggare","Golvslipare, trä"
"Bygg och anläggning","7122","Golvläggare","Lärling, golvläggare"
"Bygg och anläggning","7123","Isoleringsmontörer","Isoleringsplåtslagare"
"Bygg och anläggning","7123","Isoleringsmontörer","Lärling, isoleringsplåtslagare"
"Bygg och anläggning","7123","Isoleringsmontörer","Lärling, VVS-isolerare"
"Bygg och anläggning","7123","Isoleringsmontörer","Lösullsinstallatör"
"Bygg och anläggning","7123","Isoleringsmontörer","VVS-isolerare"
"Bygg och anläggning","7125","VVS-montörer m.fl.","Industrirörmontör"
"Bygg och anläggning","7125","VVS-montörer m.fl.","Lärling, industrirörmontör"
"Bygg och anläggning","7125","VVS-montörer m.fl.","Lärling, sprinklermontör"
"Bygg och anläggning","7125","VVS-montörer m.fl.","Lärling, VVS-montör"
"Bygg och anläggning","7125","VVS-montörer m.fl.","Rörinfodrare"
"Bygg och anläggning","7125","VVS-montörer m.fl.","Sprinklermontör"
"Bygg och anläggning","7125","VVS-montörer m.fl.","Ventilationsmontör"
"Bygg och anläggning","7125","VVS-montörer m.fl.","Ventilationstekniker"
"Bygg och anläggning","7125","VVS-montörer m.fl.","VVS-montör"
"Bygg och anläggning","7126","Kyl- och värmepumpstekniker m.fl.","Distributionstekniker fjärrvärmenät och fjärrkylenät"
"Bygg och anläggning","7126","Kyl- och värmepumpstekniker m.fl.","Kyl- och värmepumpstekniker"
"Bygg och anläggning","7126","Kyl- och värmepumpstekniker m.fl.","Kyltekniker"
"Bygg och anläggning","7131","Målare","Lärling, målare"
"Bygg och anläggning","7131","Målare","Målare"
"Bygg och anläggning","7213","Byggnads- och ventilationsplåtslagare","Byggnadsplåtslagare"
"Bygg och anläggning","7213","Byggnads- och ventilationsplåtslagare","Lärling byggnadsplåtslagare"
"Bygg och anläggning","7213","Byggnads- och ventilationsplåtslagare","Lärling, ventilationsplåtslagare"
"Bygg och anläggning","7213","Byggnads- och ventilationsplåtslagare","Ventilationsplåtslagare"
"Bygg och anläggning","8111","Gruv- och stenbrottsarbetare","Bergarbetare, bygg och anläggning"
"Bygg och anläggning","8111","Gruv- och stenbrottsarbetare","Bergarbetare, bygg och anläggning, utan yrkesbevis"
"Bygg och anläggning","8111","Gruv- och stenbrottsarbetare","Bergarbetare, gruva"
"Bygg och anläggning","8111","Gruv- och stenbrottsarbetare","Lärling, bergarbetare, bygg och anläggning"
"Bygg och anläggning","8111","Gruv- och stenbrottsarbetare","Stenbrottsarbetare"
"Bygg och anläggning","8113","Brunnsborrare m.fl.","Borrtekniker/Brunnsborrare"
"Bygg och anläggning","8113","Brunnsborrare m.fl.","Kärnborrare"
"Bygg och anläggning","8113","Brunnsborrare m.fl.","Pumpman, oljeborrning"
"Bygg och anläggning","8342","Anläggningsmaskinförare m.fl.","Bandschaktarförare"
"Bygg och anläggning","8342","Anläggningsmaskinförare m.fl.","Beläggningsmaskinförare"
"Bygg och anläggning","8342","Anläggningsmaskinförare m.fl.","Grävlastarförare, anläggning"
"Bygg och anläggning","8342","Anläggningsmaskinförare m.fl.","Grävmaskinförare"
"Bygg och anläggning","8342","Anläggningsmaskinförare m.fl.","Grundläggningsmaskinförare"
"Bygg och anläggning","8342","Anläggningsmaskinförare m.fl.","Hjullastarförare, anläggning"
"Bygg och anläggning","8342","Anläggningsmaskinförare m.fl.","Hjullastarförare, godshantering"
"Bygg och anläggning","8342","Anläggningsmaskinförare m.fl.","Lärling grundläggningsmaskinförare"
"Bygg och anläggning","8342","Anläggningsmaskinförare m.fl.","Lärling, bandschaktarförare"
"Bygg och anläggning","8342","Anläggningsmaskinförare m.fl.","Lärling, beläggningsmaskinförare"
"Bygg och anläggning","8342","Anläggningsmaskinförare m.fl.","Lärling, grävlastare"
"Bygg och anläggning","8342","Anläggningsmaskinförare m.fl.","Lärling, grävmaskinförare"
"Bygg och anläggning","8342","Anläggningsmaskinförare m.fl.","Lärling, lastmaskinförare"
"Bygg och anläggning","8342","Anläggningsmaskinförare m.fl.","Lärling, motorschaktvagnförare"
"Bygg och anläggning","8342","Anläggningsmaskinförare m.fl.","Lärling, teleskoptruckförare"
"Bygg och anläggning","8342","Anläggningsmaskinförare m.fl.","Lärling, väghyvelförare"
"Bygg och anläggning","8342","Anläggningsmaskinförare m.fl.","Motorschaktvagnförare"
"Bygg och anläggning","8342","Anläggningsmaskinförare m.fl.","Mudderverkskötare"
"Bygg och anläggning","8342","Anläggningsmaskinförare m.fl.","Pistmaskinförare"
"Bygg och anläggning","8342","Anläggningsmaskinförare m.fl.","Renhållningsmaskinförare"
"Bygg och anläggning","8342","Anläggningsmaskinförare m.fl.","Teleskoptruckförare, anläggning"
"Bygg och anläggning","8342","Anläggningsmaskinförare m.fl.","Väghyvelförare"
"Bygg och anläggning","8342","Anläggningsmaskinförare m.fl.","Vältförare"
"Bygg och anläggning","8343","Kranförare m.fl.","Containerkranförare"
"Bygg och anläggning","8343","Kranförare m.fl.","Lärling, mobilkranförare"
"Bygg och anläggning","8343","Kranförare m.fl.","Lärling, tornkranförare"
"Bygg och anläggning","8343","Kranförare m.fl.","Lifttekniker"
"Bygg och anläggning","8343","Kranförare m.fl.","Mobilkranförare"
